OrderDate,TotalSales
2024-09-10 11:05:56.403764,791.81
2024-09-11 11:05:56.403764,844.61
2024-09-12 11:05:56.403764,933.75
2024-09-13 11:05:56.403764,780.42
2024-09-14 11:05:56.403764,691.89
2024-09-15 11:05:56.403764,629.63
2024-09-16 11:05:56.403764,852.92
2024-09-17 11:05:56.403764,948.22
2024-09-18 11:05:56.403764,923.78
2024-09-19 11:05:56.403764,851.86
2024-09-20 11:05:56.403764,985.47
2024-09-21 11:05:56.403764,572.43
2024-09-22 11:05:56.403764,680.93
2024-09-23 11:05:56.403764,933.76
2024-09-24 11:05:56.403764,853.8
2024-09-25 11:05:56.403764,909.46
2024-09-26 11:05:56.403764,770.3
2024-09-27 11:05:56.403764,961.58
2024-09-28 11:05:56.403764,628.24
2024-09-29 11:05:56.403764,606.56
2024-09-30 11:05:56.403764,972.32
2024-10-01 11:05:56.403764,818.07
2024-10-02 11:05:56.403764,756.2
2024-10-03 11:05:56.403764,743.31
2024-10-04 11:05:56.403764,933.95
2024-10-05 11:05:56.403764,558.62
2024-10-06 11:05:56.403764,753.39
2024-10-07 11:05:56.403764,698.15
2024-10-08 11:05:56.403764,1031.88
2024-10-09 11:05:56.403764,901.41
2024-10-10 11:05:56.403764,874.87
2024-10-11 11:05:56.403764,835.94
2024-10-12 11:05:56.403764,669.23
2024-10-13 11:05:56.403764,641.72
2024-10-14 11:05:56.403764,984.4
2024-10-15 11:05:56.403764,897.68
2024-10-16 11:05:56.403764,901.91
2024-10-17 11:05:56.403764,857.28
2024-10-18 11:05:56.403764,885.7
2024-10-19 11:05:56.403764,668.67
2024-10-20 11:05:56.403764,538.53
2024-10-21 11:05:56.403764,773.95
2024-10-22 11:05:56.403764,962.53
2024-10-23 11:05:56.403764,912.72
2024-10-24 11:05:56.403764,882.35
2024-10-25 11:05:56.403764,902.12
2024-10-26 11:05:56.403764,678.86
2024-10-27 11:05:56.403764,621.81
2024-10-28 11:05:56.403764,835.03
2024-10-29 11:05:56.403764,925.07
2024-10-30 11:05:56.403764,820.21
2024-10-31 11:05:56.403764,948.27
2024-11-01 11:05:56.403764,757.59
2024-11-02 11:05:56.403764,733.99
2024-11-03 11:05:56.403764,698.54
2024-11-04 11:05:56.403764,942.81
2024-11-05 11:05:56.403764,1012.01
2024-11-06 11:05:56.403764,1077.54
2024-11-07 11:05:56.403764,1019.92
2024-11-08 11:05:56.403764,757.44
2024-11-09 11:05:56.403764,590.28
2024-11-10 11:05:56.403764,636.27
2024-11-11 11:05:56.403764,938.11
2024-11-12 11:05:56.403764,986.78
2024-11-13 11:05:56.403764,872.52
2024-11-14 11:05:56.403764,961.06
2024-11-15 11:05:56.403764,874.65
2024-11-16 11:05:56.403764,647.87
2024-11-17 11:05:56.403764,594.74
2024-11-18 11:05:56.403764,866.32
2024-11-19 11:05:56.403764,827.9
2024-11-20 11:05:56.403764,866.5
2024-11-21 11:05:56.403764,1064.63
2024-11-22 11:05:56.403764,874.41
2024-11-23 11:05:56.403764,890.39
2024-11-24 11:05:56.403764,741.95
2024-11-25 11:05:56.403764,993.35
2024-11-26 11:05:56.403764,894.48
2024-11-27 11:05:56.403764,1050.38
2024-11-28 11:05:56.403764,928.16
2024-11-29 11:05:56.403764,1000.15
2024-11-30 11:05:56.403764,905.58
2024-12-01 11:05:56.403764,716.45
2024-12-02 11:05:56.403764,1112.72
2024-12-03 11:05:56.403764,930.97
2024-12-04 11:05:56.403764,1001.27
2024-12-05 11:05:56.403764,1186.75
2024-12-06 11:05:56.403764,948.24
2024-12-07 11:05:56.403764,872.11
2024-12-08 11:05:56.403764,793.28
2024-12-09 11:05:56.403764,964.7
2024-12-10 11:05:56.403764,1090.61
2024-12-11 11:05:56.403764,1129.43
2024-12-12 11:05:56.403764,1097.15
2024-12-13 11:05:56.403764,873.77
2024-12-14 11:05:56.403764,701.48
2024-12-15 11:05:56.403764,740.35
2024-12-16 11:05:56.403764,1039.7
2024-12-17 11:05:56.403764,1116.42
2024-12-18 11:05:56.403764,1073.62
2024-12-19 11:05:56.403764,917.23
2024-12-20 11:05:56.403764,1102.7
2024-12-21 11:05:56.403764,822.65
2024-12-22 11:05:56.403764,821.59
2024-12-23 11:05:56.403764,1189.58
2024-12-24 11:05:56.403764,1167.16
2024-12-25 11:05:56.403764,1130.73
2024-12-26 11:05:56.403764,1077.25
2024-12-27 11:05:56.403764,907.82
2024-12-28 11:05:56.403764,828.63
2024-12-29 11:05:56.403764,813.8
2024-12-30 11:05:56.403764,1129.87
2024-12-31 11:05:56.403764,962.86
2025-01-01 11:05:56.403764,984.46
2025-01-02 11:05:56.403764,1224.22
2025-01-03 11:05:56.403764,1106.96
2025-01-04 11:05:56.403764,866.28
2025-01-05 11:05:56.403764,816.06
2025-01-06 11:05:56.403764,1126.02
2025-01-07 11:05:56.403764,1232.14
2025-01-08 11:05:56.403764,1071.88
2025-01-09 11:05:56.403764,1144.85
2025-01-10 11:05:56.403764,1085.09
2025-01-11 11:05:56.403764,794.05
2025-01-12 11:05:56.403764,807.07
2025-01-13 11:05:56.403764,1174.34
2025-01-14 11:05:56.403764,1097.33
2025-01-15 11:05:56.403764,1301.37
2025-01-16 11:05:56.403764,1056.07
2025-01-17 11:05:56.403764,1141.72
2025-01-18 11:05:56.403764,811.46
2025-01-19 11:05:56.403764,974.6
2025-01-20 11:05:56.403764,1197.34
2025-01-21 11:05:56.403764,1299.34
2025-01-22 11:05:56.403764,1005.84
2025-01-23 11:05:56.403764,1216.49
2025-01-24 11:05:56.403764,1294.04
2025-01-25 11:05:56.403764,873.88
2025-01-26 11:05:56.403764,961.86
2025-01-27 11:05:56.403764,1136.61
2025-01-28 11:05:56.403764,1371.38
2025-01-29 11:05:56.403764,1482.41
2025-01-30 11:05:56.403764,1164.78
2025-01-31 11:05:56.403764,1157.92
2025-02-01 11:05:56.403764,1012.19
2025-02-02 11:05:56.403764,1026.04
2025-02-03 11:05:56.403764,1157.67
2025-02-04 11:05:56.403764,1173.22
2025-02-05 11:05:56.403764,1193.18
2025-02-06 11:05:56.403764,1065.36
2025-02-07 11:05:56.403764,1120.52
2025-02-08 11:05:56.403764,809.2
2025-02-09 11:05:56.403764,832.44
2025-02-10 11:05:56.403764,1238.39
2025-02-11 11:05:56.403764,1274.73
2025-02-12 11:05:56.403764,1441.94
2025-02-13 11:05:56.403764,1126.24
2025-02-14 11:05:56.403764,1377.3
2025-02-15 11:05:56.403764,894.31
2025-02-16 11:05:56.403764,911.25
2025-02-17 11:05:56.403764,1346.94
2025-02-18 11:05:56.403764,1122.38
2025-02-19 11:05:56.403764,1315.27
2025-02-20 11:05:56.403764,1290.4
2025-02-21 11:05:56.403764,1334.29
2025-02-22 11:05:56.403764,953.34
2025-02-23 11:05:56.403764,1156.12
2025-02-24 11:05:56.403764,1197.0
2025-02-25 11:05:56.403764,1212.72
2025-02-26 11:05:56.403764,1202.92
2025-02-27 11:05:56.403764,1213.56
2025-02-28 11:05:56.403764,1204.93
2025-03-01 11:05:56.403764,1048.86
2025-03-02 11:05:56.403764,1072.15
2025-03-03 11:05:56.403764,1218.92
2025-03-04 11:05:56.403764,1186.75
2025-03-05 11:05:56.403764,1357.34
2025-03-06 11:05:56.403764,1226.24
2025-03-07 11:05:56.403764,1381.8
2025-03-08 11:05:56.403764,965.46
2025-03-09 11:05:56.403764,803.76
2025-03-10 11:05:56.403764,1505.86
2025-03-11 11:05:56.403764,1539.89
2025-03-12 11:05:56.403764,1226.69
2025-03-13 11:05:56.403764,1257.32
2025-03-14 11:05:56.403764,1346.66
2025-03-15 11:05:56.403764,984.87
2025-03-16 11:05:56.403764,1016.59
2025-03-17 11:05:56.403764,1576.29
2025-03-18 11:05:56.403764,1290.17
2025-03-19 11:05:56.403764,1209.38
2025-03-20 11:05:56.403764,1133.73
2025-03-21 11:05:56.403764,1219.71
2025-03-22 11:05:56.403764,954.34
2025-03-23 11:05:56.403764,1129.89
2025-03-24 11:05:56.403764,1249.58
2025-03-25 11:05:56.403764,1347.79
2025-03-26 11:05:56.403764,1316.56
2025-03-27 11:05:56.403764,1475.86
2025-03-28 11:05:56.403764,1652.82
2025-03-29 11:05:56.403764,908.8
2025-03-30 11:05:56.403764,912.9
2025-03-31 11:05:56.403764,1457.77
2025-04-01 11:05:56.403764,1410.01
2025-04-02 11:05:56.403764,1563.74
2025-04-03 11:05:56.403764,1396.97
2025-04-04 11:05:56.403764,1272.34
2025-04-05 11:05:56.403764,1016.35
2025-04-06 11:05:56.403764,1065.84
2025-04-07 11:05:56.403764,1427.14
2025-04-08 11:05:56.403764,1385.4
2025-04-09 11:05:56.403764,1458.64
2025-04-10 11:05:56.403764,1471.56
2025-04-11 11:05:56.403764,1498.93
2025-04-12 11:05:56.403764,1019.37
2025-04-13 11:05:56.403764,940.75
2025-04-14 11:05:56.403764,1334.01
2025-04-15 11:05:56.403764,1472.39
2025-04-16 11:05:56.403764,1205.69
2025-04-17 11:05:56.403764,1360.33
2025-04-18 11:05:56.403764,1259.35
2025-04-19 11:05:56.403764,955.33
2025-04-20 11:05:56.403764,1073.41
2025-04-21 11:05:56.403764,1332.39
2025-04-22 11:05:56.403764,1312.18
2025-04-23 11:05:56.403764,1127.33
2025-04-24 11:05:56.403764,1400.61
2025-04-25 11:05:56.403764,1385.9
2025-04-26 11:05:56.403764,1150.28
2025-04-27 11:05:56.403764,915.47
2025-04-28 11:05:56.403764,1325.51
2025-04-29 11:05:56.403764,1327.68
2025-04-30 11:05:56.403764,1497.66
2025-05-01 11:05:56.403764,1279.47
2025-05-02 11:05:56.403764,1325.88
2025-05-03 11:05:56.403764,993.63
2025-05-04 11:05:56.403764,952.69
2025-05-05 11:05:56.403764,1226.59
2025-05-06 11:05:56.403764,1306.68
2025-05-07 11:05:56.403764,1417.02
2025-05-08 11:05:56.403764,1146.3
2025-05-09 11:05:56.403764,1292.12
2025-05-10 11:05:56.403764,860.89
2025-05-11 11:05:56.403764,1034.4
2025-05-12 11:05:56.403764,1074.91
2025-05-13 11:05:56.403764,1194.85
2025-05-14 11:05:56.403764,1310.71
2025-05-15 11:05:56.403764,1457.84
2025-05-16 11:05:56.403764,1249.62
2025-05-17 11:05:56.403764,862.21
2025-05-18 11:05:56.403764,1082.28
2025-05-19 11:05:56.403764,1068.8
2025-05-20 11:05:56.403764,972.79
2025-05-21 11:05:56.403764,1298.88
2025-05-22 11:05:56.403764,1178.93
2025-05-23 11:05:56.403764,1111.87
2025-05-24 11:05:56.403764,962.09
2025-05-25 11:05:56.403764,918.11
2025-05-26 11:05:56.403764,1159.97
2025-05-27 11:05:56.403764,1069.24
2025-05-28 11:05:56.403764,1329.82
2025-05-29 11:05:56.403764,1299.27
2025-05-30 11:05:56.403764,1204.69
2025-05-31 11:05:56.403764,1045.55
2025-06-01 11:05:56.403764,786.01
2025-06-02 11:05:56.403764,1022.85
2025-06-03 11:05:56.403764,1120.37
2025-06-04 11:05:56.403764,1194.83
2025-06-05 11:05:56.403764,1226.04
2025-06-06 11:05:56.403764,1164.71
2025-06-07 11:05:56.403764,895.97
2025-06-08 11:05:56.403764,754.97
2025-06-09 11:05:56.403764,1353.91
2025-06-10 11:05:56.403764,1169.89
2025-06-11 11:05:56.403764,1307.43
2025-06-12 11:05:56.403764,1212.65
2025-06-13 11:05:56.403764,1222.27
2025-06-14 11:05:56.403764,895.76
2025-06-15 11:05:56.403764,882.66
2025-06-16 11:05:56.403764,1232.43
2025-06-17 11:05:56.403764,1307.77
2025-06-18 11:05:56.403764,1173.28
2025-06-19 11:05:56.403764,1228.3
2025-06-20 11:05:56.403764,1133.01
2025-06-21 11:05:56.403764,948.11
2025-06-22 11:05:56.403764,770.18
2025-06-23 11:05:56.403764,1335.96
2025-06-24 11:05:56.403764,1123.79
2025-06-25 11:05:56.403764,963.67
2025-06-26 11:05:56.403764,1135.16
2025-06-27 11:05:56.403764,1040.95
2025-06-28 11:05:56.403764,877.7
2025-06-29 11:05:56.403764,754.22
2025-06-30 11:05:56.403764,1056.35
2025-07-01 11:05:56.403764,893.69
2025-07-02 11:05:56.403764,1048.44
2025-07-03 11:05:56.403764,829.07
2025-07-04 11:05:56.403764,917.8
2025-07-05 11:05:56.403764,850.47
2025-07-06 11:05:56.403764,849.51
2025-07-07 11:05:56.403764,1125.12
2025-07-08 11:05:56.403764,971.44
2025-07-09 11:05:56.403764,1066.56
2025-07-10 11:05:56.403764,1067.54
2025-07-11 11:05:56.403764,940.91
2025-07-12 11:05:56.403764,887.19
2025-07-13 11:05:56.403764,835.96
2025-07-14 11:05:56.403764,1029.76
2025-07-15 11:05:56.403764,1052.15
2025-07-16 11:05:56.403764,1067.44
2025-07-17 11:05:56.403764,829.25
2025-07-18 11:05:56.403764,1012.68
2025-07-19 11:05:56.403764,701.2
2025-07-20 11:05:56.403764,674.79
2025-07-21 11:05:56.403764,998.65
2025-07-22 11:05:56.403764,1208.04
2025-07-23 11:05:56.403764,1085.82
2025-07-24 11:05:56.403764,958.82
2025-07-25 11:05:56.403764,1071.44
