UserID,SignupDate,EmailVerifiedDate,AppInstalledDate,FirstLoginDate,FirstValueDate,TTFV_Hours,SignupWeek
275,2024-05-17,2024-05-17 07:00:00,2024-05-18 17:00:00,2024-05-18 21:00:00,,,2024-05-13
276,2024-04-24,2024-04-24 12:00:00,,,,,2024-04-22
277,2024-02-05,2024-02-05 14:00:00,2024-02-05 23:00:00,2024-02-06 09:00:00,2024-02-09 00:00:00,96.0,2024-02-05
278,2024-04-18,2024-04-18 17:00:00,2024-04-20 13:00:00,,,,2024-04-15
279,2024-02-16,2024-02-16 10:00:00,2024-02-16 14:00:00,2024-02-16 22:00:00,2024-02-19 01:00:00,73.0,2024-02-12
280,2024-03-12,2024-03-12 20:00:00,2024-03-13 01:00:00,2024-03-13 02:00:00,,,2024-03-11
281,2024-04-28,,,,,,2024-04-22
282,2024-03-04,2024-03-04 07:00:00,2024-03-05 04:00:00,2024-03-05 11:00:00,2024-03-06 05:00:00,53.0,2024-03-04
283,2024-01-20,2024-01-20 09:00:00,2024-01-21 05:00:00,,,,2024-01-15
284,2024-04-23,2024-04-23 11:00:00,2024-04-23 20:00:00,2024-04-23 21:00:00,2024-04-26 13:00:00,85.0,2024-04-22
285,2024-05-20,2024-05-21 00:00:00,2024-05-22 05:00:00,2024-05-22 11:00:00,,,2024-05-20
286,2024-01-26,2024-01-26 05:00:00,2024-01-27 07:00:00,2024-01-28 01:00:00,2024-01-29 07:00:00,79.0,2024-01-22
287,2024-01-13,2024-01-13 17:00:00,2024-01-15 06:00:00,,,,2024-01-08
288,2024-06-15,2024-06-15 22:00:00,2024-06-16 22:00:00,2024-06-17 01:00:00,2024-06-19 04:00:00,100.0,2024-06-10
289,2024-05-18,2024-05-19 00:00:00,,,,,2024-05-13
290,2024-01-04,2024-01-04 02:00:00,2024-01-05 07:00:00,2024-01-05 08:00:00,2024-01-07 19:00:00,91.0,2024-01-01
291,2024-01-24,2024-01-24 03:00:00,2024-01-25 01:00:00,2024-01-25 20:00:00,,,2024-01-22
292,2024-03-01,2024-03-01 14:00:00,2024-03-03 04:00:00,2024-03-03 17:00:00,2024-03-05 23:00:00,119.0,2024-02-26
293,2024-02-12,2024-02-12 10:00:00,2024-02-12 19:00:00,2024-02-13 08:00:00,2024-02-13 11:00:00,35.0,2024-02-12
294,2024-04-14,2024-04-14 11:00:00,2024-04-14 23:00:00,2024-04-15 19:00:00,,,2024-04-08
295,2024-05-04,2024-05-04 15:00:00,2024-05-06 13:00:00,,,,2024-04-29
296,2024-05-03,2024-05-03 12:00:00,,,,,2024-04-29
297,2024-02-24,2024-02-24 03:00:00,2024-02-25 08:00:00,2024-02-25 12:00:00,2024-02-26 20:00:00,68.0,2024-02-19
298,2024-04-12,2024-04-12 14:00:00,2024-04-14 05:00:00,2024-04-14 18:00:00,2024-04-17 14:00:00,134.0,2024-04-08
299,2024-01-16,2024-01-16 03:00:00,,,,,2024-01-15
300,2024-02-12,2024-02-12 13:00:00,2024-02-13 10:00:00,2024-02-14 10:00:00,2024-02-16 06:00:00,102.0,2024-02-12
301,2024-04-07,,,,,,2024-04-01
302,2024-01-01,2024-01-01 08:00:00,2024-01-02 07:00:00,2024-01-02 13:00:00,2024-01-02 23:00:00,47.0,2024-01-01
303,2024-04-09,2024-04-09 17:00:00,,,,,2024-04-08
304,2024-03-08,2024-03-08 21:00:00,2024-03-09 06:00:00,2024-03-09 23:00:00,,,2024-03-04
305,2024-04-26,2024-04-26 17:00:00,2024-04-27 07:00:00,2024-04-27 19:00:00,,,2024-04-22
306,2024-03-14,2024-03-14 12:00:00,,,,,2024-03-11
307,2024-04-18,2024-04-19 00:00:00,2024-04-20 19:00:00,2024-04-21 00:00:00,2024-04-22 07:00:00,103.0,2024-04-15
308,2024-06-27,2024-06-27 04:00:00,2024-06-27 15:00:00,2024-06-28 00:00:00,,,2024-06-24
309,2024-05-22,2024-05-22 07:00:00,2024-05-22 20:00:00,2024-05-23 16:00:00,2024-05-24 12:00:00,60.0,2024-05-20
310,2024-06-18,2024-06-18 21:00:00,2024-06-19 03:00:00,2024-06-19 09:00:00,2024-06-22 01:00:00,97.0,2024-06-17
311,2024-05-04,2024-05-04 15:00:00,,,,,2024-04-29
312,2024-02-09,2024-02-09 19:00:00,2024-02-11 10:00:00,2024-02-12 01:00:00,2024-02-13 19:00:00,115.0,2024-02-05
313,2024-02-18,2024-02-18 21:00:00,2024-02-19 19:00:00,2024-02-20 00:00:00,2024-02-22 09:00:00,105.0,2024-02-12
314,2024-03-16,2024-03-16 03:00:00,,,,,2024-03-11
315,2024-02-25,2024-02-25 16:00:00,2024-02-26 22:00:00,,,,2024-02-19
316,2024-01-15,2024-01-15 21:00:00,2024-01-16 18:00:00,2024-01-17 03:00:00,2024-01-17 11:00:00,59.0,2024-01-15
317,2024-05-28,2024-05-28 12:00:00,,,,,2024-05-27
318,2024-05-18,2024-05-18 17:00:00,2024-05-18 23:00:00,2024-05-19 09:00:00,2024-05-21 21:00:00,93.0,2024-05-13
319,2024-01-16,2024-01-16 15:00:00,,,,,2024-01-15
320,2024-03-21,2024-03-21 02:00:00,,,,,2024-03-18
321,2024-01-15,2024-01-15 02:00:00,2024-01-16 03:00:00,2024-01-16 13:00:00,,,2024-01-15
322,2024-01-13,2024-01-13 03:00:00,,,,,2024-01-08
323,2024-05-29,2024-05-29 21:00:00,2024-05-30 04:00:00,,,,2024-05-27
324,2024-05-02,2024-05-02 20:00:00,2024-05-04 12:00:00,2024-05-05 05:00:00,,,2024-04-29
325,2024-05-08,,,,,,2024-05-06
326,2024-05-15,2024-05-15 13:00:00,2024-05-16 20:00:00,,,,2024-05-13
327,2024-02-10,2024-02-10 19:00:00,2024-02-12 08:00:00,,,,2024-02-05
328,2024-01-15,2024-01-16 00:00:00,2024-01-16 04:00:00,2024-01-16 19:00:00,,,2024-01-15
329,2024-05-10,,,,,,2024-05-06
330,2024-01-21,,,,,,2024-01-15
331,2024-02-17,2024-02-17 19:00:00,,,,,2024-02-12
332,2024-01-18,2024-01-18 21:00:00,2024-01-19 11:00:00,,,,2024-01-15
333,2024-06-01,2024-06-01 11:00:00,2024-06-03 03:00:00,2024-06-03 19:00:00,2024-06-06 12:00:00,132.0,2024-05-27
334,2024-01-18,2024-01-18 05:00:00,2024-01-18 10:00:00,2024-01-19 01:00:00,,,2024-01-15
335,2024-06-21,2024-06-21 04:00:00,2024-06-22 03:00:00,2024-06-23 02:00:00,,,2024-06-17
336,2024-03-01,2024-03-01 03:00:00,2024-03-02 13:00:00,,,,2024-02-26
337,2024-04-13,2024-04-13 21:00:00,2024-04-14 10:00:00,2024-04-14 12:00:00,,,2024-04-08
338,2024-01-31,2024-01-31 08:00:00,,,,,2024-01-29
339,2024-05-25,2024-05-25 23:00:00,,,,,2024-05-20
340,2024-03-04,2024-03-04 15:00:00,,,,,2024-03-04
341,2024-05-28,2024-05-28 15:00:00,,,,,2024-05-27
342,2024-06-01,2024-06-01 17:00:00,2024-06-03 04:00:00,2024-06-04 00:00:00,,,2024-05-27
343,2024-01-11,,,,,,2024-01-08
344,2024-06-07,2024-06-07 06:00:00,2024-06-08 07:00:00,2024-06-08 19:00:00,,,2024-06-03
345,2024-01-21,2024-01-21 10:00:00,2024-01-22 12:00:00,2024-01-23 02:00:00,2024-01-24 22:00:00,94.0,2024-01-15
346,2024-04-17,2024-04-17 22:00:00,2024-04-19 14:00:00,2024-04-19 16:00:00,2024-04-21 11:00:00,107.0,2024-04-15
347,2024-06-17,,,,,,2024-06-17
348,2024-05-29,2024-05-29 03:00:00,2024-05-30 02:00:00,2024-05-30 06:00:00,2024-06-02 06:00:00,102.0,2024-05-27
349,2024-05-24,,,,,,2024-05-20
350,2024-05-13,2024-05-13 22:00:00,2024-05-15 00:00:00,2024-05-15 10:00:00,,,2024-05-13
351,2024-03-21,,,,,,2024-03-18
352,2024-03-07,2024-03-07 09:00:00,2024-03-09 09:00:00,2024-03-10 07:00:00,,,2024-03-04
353,2024-02-22,2024-02-22 20:00:00,,,,,2024-02-19
354,2024-06-20,2024-06-20 05:00:00,2024-06-21 04:00:00,2024-06-21 07:00:00,2024-06-22 02:00:00,50.0,2024-06-17
355,2024-03-21,2024-03-21 12:00:00,2024-03-22 09:00:00,2024-03-23 06:00:00,,,2024-03-18
356,2024-03-02,2024-03-02 23:00:00,2024-03-04 19:00:00,,,,2024-02-26
357,2024-03-08,2024-03-08 13:00:00,,,,,2024-03-04
358,2024-04-11,,,,,,2024-04-08
359,2024-02-03,2024-02-03 05:00:00,2024-02-04 21:00:00,,,,2024-01-29
360,2024-06-20,2024-06-20 23:00:00,2024-06-21 06:00:00,,,,2024-06-17
361,2024-06-14,2024-06-14 10:00:00,2024-06-15 23:00:00,2024-06-16 12:00:00,2024-06-18 07:00:00,103.0,2024-06-10
362,2024-03-17,2024-03-17 05:00:00,2024-03-19 01:00:00,,,,2024-03-11
363,2024-04-27,2024-04-27 23:00:00,2024-04-29 20:00:00,,,,2024-04-22
364,2024-03-21,,,,,,2024-03-18
365,2024-01-19,2024-01-19 17:00:00,,,,,2024-01-15
366,2024-01-03,2024-01-03 03:00:00,2024-01-04 22:00:00,2024-01-05 20:00:00,2024-01-08 03:00:00,123.0,2024-01-01
367,2024-04-27,2024-04-27 17:00:00,2024-04-28 18:00:00,,,,2024-04-22
368,2024-06-08,2024-06-08 01:00:00,2024-06-09 02:00:00,2024-06-09 12:00:00,,,2024-06-03
369,2024-05-24,2024-05-24 06:00:00,,,,,2024-05-20
370,2024-01-26,2024-01-26 07:00:00,2024-01-27 06:00:00,2024-01-27 22:00:00,,,2024-01-22
371,2024-01-19,2024-01-19 07:00:00,2024-01-19 23:00:00,2024-01-20 04:00:00,2024-01-21 00:00:00,48.0,2024-01-15
372,2024-05-17,2024-05-17 03:00:00,,,,,2024-05-13
373,2024-02-24,2024-02-24 10:00:00,,,,,2024-02-19
374,2024-05-09,2024-05-09 04:00:00,2024-05-10 14:00:00,,,,2024-05-06
375,2024-03-08,2024-03-08 18:00:00,2024-03-10 05:00:00,2024-03-10 07:00:00,,,2024-03-04
376,2024-02-03,2024-02-03 22:00:00,,,,,2024-01-29
377,2024-03-30,2024-03-30 11:00:00,2024-04-01 04:00:00,,,,2024-03-25
378,2024-01-18,2024-01-18 05:00:00,2024-01-19 21:00:00,,,,2024-01-15
379,2024-03-03,2024-03-03 13:00:00,,,,,2024-02-26
380,2024-04-04,2024-04-04 05:00:00,2024-04-04 17:00:00,2024-04-04 23:00:00,2024-04-05 21:00:00,45.0,2024-04-01
381,2024-03-13,2024-03-14 00:00:00,,,,,2024-03-11
382,2024-02-10,2024-02-10 15:00:00,2024-02-10 19:00:00,2024-02-11 09:00:00,2024-02-13 08:00:00,80.0,2024-02-05
383,2024-04-22,2024-04-22 22:00:00,2024-04-24 22:00:00,,,,2024-04-22
384,2024-05-19,2024-05-19 08:00:00,,,,,2024-05-13
385,2024-06-29,2024-06-29 15:00:00,2024-07-01 08:00:00,,,,2024-06-24
386,2024-03-18,2024-03-18 10:00:00,,,,,2024-03-18
387,2024-06-05,2024-06-06 00:00:00,2024-06-07 06:00:00,2024-06-07 14:00:00,,,2024-06-03
388,2024-06-16,2024-06-16 18:00:00,2024-06-17 11:00:00,2024-06-17 21:00:00,,,2024-06-10
389,2024-05-15,2024-05-15 16:00:00,,,,,2024-05-13
390,2024-01-03,,,,,,2024-01-01
391,2024-06-19,,,,,,2024-06-17
392,2024-05-21,2024-05-21 07:00:00,2024-05-22 08:00:00,,,,2024-05-20
393,2024-03-17,2024-03-17 22:00:00,2024-03-19 12:00:00,2024-03-20 03:00:00,2024-03-22 15:00:00,135.0,2024-03-11
394,2024-06-18,2024-06-18 10:00:00,2024-06-19 12:00:00,2024-06-20 05:00:00,2024-06-23 01:00:00,121.0,2024-06-17
395,2024-01-27,,,,,,2024-01-22
396,2024-02-04,2024-02-04 14:00:00,2024-02-05 02:00:00,2024-02-05 09:00:00,,,2024-01-29
397,2024-03-08,2024-03-08 20:00:00,2024-03-09 06:00:00,2024-03-09 15:00:00,,,2024-03-04
398,2024-01-30,2024-01-30 02:00:00,2024-01-31 21:00:00,,,,2024-01-29
399,2024-01-28,2024-01-28 16:00:00,2024-01-29 17:00:00,,,,2024-01-22
400,2024-05-21,2024-05-21 18:00:00,2024-05-22 02:00:00,2024-05-23 01:00:00,2024-05-25 20:00:00,116.0,2024-05-20
401,2024-02-09,,,,,,2024-02-05
402,2024-03-10,2024-03-10 04:00:00,,,,,2024-03-04
403,2024-03-13,2024-03-13 10:00:00,2024-03-13 17:00:00,2024-03-13 23:00:00,,,2024-03-11
404,2024-06-03,2024-06-03 09:00:00,,,,,2024-06-03
405,2024-02-23,2024-02-23 15:00:00,,,,,2024-02-19
406,2024-03-28,2024-03-28 17:00:00,,,,,2024-03-25
407,2024-02-22,2024-02-22 05:00:00,,,,,2024-02-19
408,2024-06-24,2024-06-24 14:00:00,,,,,2024-06-24
409,2024-06-11,2024-06-11 03:00:00,2024-06-11 19:00:00,2024-06-12 10:00:00,,,2024-06-10
410,2024-03-08,2024-03-08 12:00:00,,,,,2024-03-04
411,2024-05-09,2024-05-09 01:00:00,2024-05-10 05:00:00,2024-05-10 07:00:00,,,2024-05-06
412,2024-05-05,2024-05-05 13:00:00,2024-05-06 23:00:00,2024-05-07 11:00:00,2024-05-08 18:00:00,90.0,2024-04-29
413,2024-03-05,2024-03-05 13:00:00,2024-03-05 20:00:00,,,,2024-03-04
414,2024-01-14,2024-01-14 12:00:00,2024-01-15 04:00:00,2024-01-15 05:00:00,2024-01-16 22:00:00,70.0,2024-01-08
415,2024-01-24,2024-01-24 04:00:00,2024-01-26 03:00:00,2024-01-27 00:00:00,2024-01-28 19:00:00,115.0,2024-01-22
416,2024-06-11,2024-06-11 05:00:00,,,,,2024-06-10
417,2024-04-18,2024-04-18 05:00:00,2024-04-18 09:00:00,2024-04-18 19:00:00,2024-04-21 08:00:00,80.0,2024-04-15
418,2024-03-11,2024-03-11 23:00:00,,,,,2024-03-11
419,2024-01-12,2024-01-12 05:00:00,2024-01-14 04:00:00,2024-01-14 20:00:00,,,2024-01-08
420,2024-01-01,2024-01-01 15:00:00,2024-01-03 08:00:00,2024-01-03 09:00:00,2024-01-03 20:00:00,68.0,2024-01-01
421,2024-03-26,2024-03-26 01:00:00,2024-03-26 19:00:00,2024-03-27 02:00:00,2024-03-27 22:00:00,46.0,2024-03-25
422,2024-02-03,2024-02-03 18:00:00,2024-02-05 18:00:00,2024-02-06 14:00:00,,,2024-01-29
423,2024-06-12,2024-06-12 17:00:00,2024-06-13 22:00:00,2024-06-14 02:00:00,2024-06-15 15:00:00,87.0,2024-06-10
424,2024-03-08,2024-03-08 08:00:00,2024-03-09 05:00:00,2024-03-09 09:00:00,,,2024-03-04
425,2024-02-11,2024-02-11 02:00:00,2024-02-11 19:00:00,,,,2024-02-05
426,2024-04-23,2024-04-23 14:00:00,2024-04-25 08:00:00,,,,2024-04-22
427,2024-05-21,2024-05-21 20:00:00,,,,,2024-05-20
428,2024-06-29,2024-06-29 15:00:00,,,,,2024-06-24
429,2024-04-19,2024-04-19 03:00:00,,,,,2024-04-15
430,2024-05-23,2024-05-23 04:00:00,2024-05-24 13:00:00,2024-05-25 09:00:00,,,2024-05-20
431,2024-01-03,2024-01-03 18:00:00,2024-01-03 21:00:00,2024-01-04 18:00:00,2024-01-07 12:00:00,108.0,2024-01-01
432,2024-01-29,2024-01-29 19:00:00,2024-01-30 12:00:00,,,,2024-01-29
433,2024-01-20,2024-01-20 23:00:00,2024-01-21 10:00:00,,,,2024-01-15
434,2024-06-25,2024-06-25 10:00:00,2024-06-26 15:00:00,2024-06-26 16:00:00,,,2024-06-24
435,2024-02-08,2024-02-08 20:00:00,,,,,2024-02-05
436,2024-05-19,,,,,,2024-05-13
437,2024-01-10,2024-01-10 12:00:00,2024-01-11 05:00:00,2024-01-12 00:00:00,2024-01-14 06:00:00,102.0,2024-01-08
438,2024-04-04,2024-04-04 06:00:00,2024-04-06 02:00:00,2024-04-07 00:00:00,,,2024-04-01
439,2024-05-29,2024-05-29 03:00:00,2024-05-30 14:00:00,2024-05-31 02:00:00,2024-05-31 11:00:00,59.0,2024-05-27
440,2024-05-21,2024-05-21 17:00:00,,,,,2024-05-20
441,2024-02-07,2024-02-07 18:00:00,,,,,2024-02-05
442,2024-04-20,2024-04-20 17:00:00,2024-04-22 03:00:00,,,,2024-04-15
443,2024-02-02,2024-02-02 18:00:00,,,,,2024-01-29
444,2024-01-11,,,,,,2024-01-08
445,2024-03-19,2024-03-19 01:00:00,2024-03-20 03:00:00,2024-03-20 19:00:00,,,2024-03-18
446,2024-04-03,2024-04-03 02:00:00,2024-04-04 20:00:00,2024-04-05 09:00:00,,,2024-04-01
447,2024-01-11,2024-01-11 12:00:00,2024-01-12 06:00:00,,,,2024-01-08
448,2024-04-01,2024-04-02 00:00:00,2024-04-02 03:00:00,,,,2024-04-01
449,2024-02-23,2024-02-23 12:00:00,,,,,2024-02-19
450,2024-06-23,2024-06-23 03:00:00,2024-06-24 03:00:00,,,,2024-06-17
451,2024-03-04,2024-03-04 08:00:00,2024-03-06 08:00:00,2024-03-07 06:00:00,2024-03-07 20:00:00,92.0,2024-03-04
452,2024-06-19,2024-06-19 19:00:00,2024-06-20 18:00:00,,,,2024-06-17
453,2024-01-27,2024-01-27 05:00:00,2024-01-27 09:00:00,2024-01-27 21:00:00,,,2024-01-22
454,2024-03-31,2024-03-31 18:00:00,,,,,2024-03-25
455,2024-05-23,2024-05-23 11:00:00,2024-05-25 06:00:00,2024-05-25 12:00:00,2024-05-28 00:00:00,120.0,2024-05-20
456,2024-04-14,2024-04-14 23:00:00,2024-04-16 07:00:00,,,,2024-04-08
457,2024-06-07,2024-06-07 21:00:00,2024-06-08 10:00:00,2024-06-08 15:00:00,,,2024-06-03
458,2024-02-09,2024-02-09 03:00:00,2024-02-11 02:00:00,2024-02-11 17:00:00,,,2024-02-05
459,2024-03-01,2024-03-01 02:00:00,2024-03-01 22:00:00,,,,2024-02-26
460,2024-02-11,2024-02-11 07:00:00,2024-02-11 11:00:00,,,,2024-02-05
461,2024-02-15,2024-02-15 07:00:00,2024-02-15 11:00:00,2024-02-15 22:00:00,2024-02-17 14:00:00,62.0,2024-02-12
462,2024-04-15,2024-04-15 17:00:00,,,,,2024-04-15
463,2024-01-07,2024-01-07 13:00:00,2024-01-09 01:00:00,2024-01-09 17:00:00,,,2024-01-01
464,2024-02-15,2024-02-15 09:00:00,2024-02-15 13:00:00,2024-02-16 10:00:00,2024-02-17 11:00:00,59.0,2024-02-12
465,2024-03-26,,,,,,2024-03-25
466,2024-04-15,,,,,,2024-04-15
467,2024-06-20,2024-06-20 10:00:00,,,,,2024-06-17
468,2024-03-04,2024-03-04 12:00:00,,,,,2024-03-04
469,2024-03-09,2024-03-09 02:00:00,2024-03-10 21:00:00,2024-03-11 08:00:00,,,2024-03-04
470,2024-02-10,2024-02-10 09:00:00,2024-02-10 18:00:00,2024-02-11 06:00:00,,,2024-02-05
471,2024-06-28,2024-06-28 14:00:00,2024-06-29 17:00:00,,,,2024-06-24
472,2024-01-28,2024-01-29 00:00:00,2024-01-30 06:00:00,2024-01-30 19:00:00,,,2024-01-22
473,2024-04-07,2024-04-07 11:00:00,2024-04-08 00:00:00,,,,2024-04-01
474,2024-01-10,,,,,,2024-01-08
475,2024-04-30,2024-04-30 16:00:00,2024-05-02 14:00:00,2024-05-03 06:00:00,,,2024-04-29
476,2024-02-26,2024-02-26 12:00:00,2024-02-27 23:00:00,,,,2024-02-26
477,2024-02-21,2024-02-21 09:00:00,2024-02-21 16:00:00,2024-02-22 16:00:00,,,2024-02-19
478,2024-04-27,2024-04-27 14:00:00,2024-04-27 21:00:00,2024-04-28 11:00:00,,,2024-04-22
479,2024-03-30,,,,,,2024-03-25
480,2024-03-19,2024-03-19 20:00:00,,,,,2024-03-18
481,2024-02-28,2024-02-28 06:00:00,,,,,2024-02-26
482,2024-02-27,2024-02-27 18:00:00,2024-02-28 14:00:00,,,,2024-02-26
483,2024-01-07,2024-01-07 11:00:00,2024-01-07 19:00:00,2024-01-07 22:00:00,,,2024-01-01
484,2024-06-17,2024-06-17 11:00:00,,,,,2024-06-17
485,2024-02-19,2024-02-19 22:00:00,2024-02-20 18:00:00,,,,2024-02-19
486,2024-04-12,2024-04-12 10:00:00,2024-04-13 16:00:00,2024-04-14 12:00:00,2024-04-16 19:00:00,115.0,2024-04-08
487,2024-03-25,2024-03-25 06:00:00,2024-03-27 04:00:00,2024-03-27 19:00:00,2024-03-29 16:00:00,112.0,2024-03-25
488,2024-03-12,2024-03-12 15:00:00,2024-03-12 19:00:00,2024-03-13 19:00:00,2024-03-15 17:00:00,89.0,2024-03-11
489,2024-01-18,2024-01-18 20:00:00,2024-01-20 01:00:00,2024-01-20 10:00:00,,,2024-01-15
490,2024-03-12,2024-03-12 21:00:00,2024-03-13 02:00:00,,,,2024-03-11
491,2024-03-30,2024-03-30 03:00:00,2024-03-31 23:00:00,2024-04-01 20:00:00,2024-04-04 00:00:00,120.0,2024-03-25
492,2024-06-13,2024-06-13 12:00:00,2024-06-14 22:00:00,2024-06-15 22:00:00,2024-06-16 19:00:00,91.0,2024-06-10
493,2024-05-10,2024-05-10 01:00:00,,,,,2024-05-06
494,2024-04-12,2024-04-12 05:00:00,2024-04-13 21:00:00,,,,2024-04-08
495,2024-06-22,2024-06-22 22:00:00,2024-06-24 04:00:00,2024-06-24 06:00:00,,,2024-06-17
496,2024-05-17,2024-05-17 05:00:00,2024-05-17 11:00:00,,,,2024-05-13
497,2024-03-25,2024-03-25 08:00:00,,,,,2024-03-25
498,2024-01-08,2024-01-08 21:00:00,2024-01-09 22:00:00,2024-01-10 10:00:00,2024-01-12 12:00:00,108.0,2024-01-08
499,2024-01-30,2024-01-30 19:00:00,2024-01-30 23:00:00,,,,2024-01-29
500,2024-03-07,2024-03-07 20:00:00,2024-03-08 07:00:00,2024-03-09 05:00:00,,,2024-03-04
501,2024-02-15,2024-02-15 15:00:00,2024-02-16 16:00:00,2024-02-17 04:00:00,2024-02-19 13:00:00,109.0,2024-02-12
502,2024-05-28,2024-05-28 03:00:00,2024-05-29 17:00:00,2024-05-29 22:00:00,,,2024-05-27
503,2024-03-08,2024-03-08 17:00:00,2024-03-09 18:00:00,2024-03-10 07:00:00,,,2024-03-04
504,2024-01-10,2024-01-10 11:00:00,,,,,2024-01-08
505,2024-01-28,2024-01-28 21:00:00,2024-01-29 16:00:00,2024-01-30 00:00:00,,,2024-01-22
506,2024-06-01,2024-06-01 04:00:00,,,,,2024-05-27
507,2024-04-21,2024-04-21 01:00:00,2024-04-21 14:00:00,2024-04-22 06:00:00,,,2024-04-15
508,2024-03-29,2024-03-29 17:00:00,,,,,2024-03-25
509,2024-03-21,,,,,,2024-03-18
510,2024-04-21,2024-04-21 13:00:00,2024-04-23 02:00:00,,,,2024-04-15
511,2024-06-04,2024-06-04 04:00:00,,,,,2024-06-03
512,2024-05-10,2024-05-10 09:00:00,2024-05-11 03:00:00,2024-05-12 02:00:00,,,2024-05-06
513,2024-01-30,2024-01-30 15:00:00,2024-01-31 06:00:00,2024-02-01 02:00:00,,,2024-01-29
514,2024-04-08,2024-04-08 10:00:00,2024-04-10 08:00:00,2024-04-11 00:00:00,2024-04-12 02:00:00,98.0,2024-04-08
515,2024-05-27,2024-05-27 04:00:00,2024-05-27 14:00:00,2024-05-27 17:00:00,2024-05-30 03:00:00,75.0,2024-05-27
516,2024-02-18,2024-02-18 06:00:00,2024-02-20 05:00:00,2024-02-20 20:00:00,,,2024-02-12
517,2024-03-06,2024-03-06 03:00:00,2024-03-08 00:00:00,2024-03-08 11:00:00,2024-03-10 08:00:00,104.0,2024-03-04
518,2024-01-12,2024-01-12 23:00:00,2024-01-13 05:00:00,,,,2024-01-08
519,2024-06-30,2024-06-30 18:00:00,2024-07-02 06:00:00,,,,2024-06-24
520,2024-04-21,2024-04-21 10:00:00,2024-04-22 07:00:00,2024-04-22 13:00:00,2024-04-23 12:00:00,60.0,2024-04-15
521,2024-01-01,2024-01-01 12:00:00,2024-01-02 22:00:00,2024-01-03 06:00:00,2024-01-03 22:00:00,70.0,2024-01-01
522,2024-05-13,2024-05-13 07:00:00,2024-05-13 17:00:00,2024-05-14 01:00:00,2024-05-16 17:00:00,89.0,2024-05-13
523,2024-05-17,2024-05-17 01:00:00,2024-05-18 02:00:00,2024-05-18 20:00:00,,,2024-05-13
524,2024-06-24,2024-06-24 19:00:00,2024-06-25 20:00:00,2024-06-26 11:00:00,2024-06-29 10:00:00,130.0,2024-06-24
525,2024-06-20,2024-06-20 05:00:00,,,,,2024-06-17
526,2024-02-20,2024-02-20 20:00:00,2024-02-21 03:00:00,,,,2024-02-19
527,2024-04-03,2024-04-03 03:00:00,2024-04-04 00:00:00,2024-04-04 13:00:00,,,2024-04-01
528,2024-04-20,2024-04-20 23:00:00,2024-04-22 23:00:00,2024-04-23 15:00:00,2024-04-26 11:00:00,155.0,2024-04-15
529,2024-01-18,2024-01-18 14:00:00,2024-01-19 18:00:00,,,,2024-01-15
530,2024-06-19,2024-06-19 19:00:00,2024-06-20 01:00:00,,,,2024-06-17
531,2024-03-25,,,,,,2024-03-25
532,2024-06-08,2024-06-08 05:00:00,2024-06-09 03:00:00,2024-06-10 00:00:00,,,2024-06-03
533,2024-03-21,,,,,,2024-03-18
534,2024-06-18,2024-06-18 03:00:00,,,,,2024-06-17
535,2024-02-01,2024-02-01 15:00:00,2024-02-02 22:00:00,2024-02-03 20:00:00,,,2024-01-29
536,2024-03-17,2024-03-17 17:00:00,,,,,2024-03-11
537,2024-05-09,2024-05-09 12:00:00,2024-05-09 22:00:00,2024-05-10 16:00:00,2024-05-11 16:00:00,64.0,2024-05-06
538,2024-03-20,2024-03-20 05:00:00,2024-03-21 10:00:00,2024-03-22 03:00:00,,,2024-03-18
539,2024-06-19,2024-06-19 02:00:00,2024-06-19 11:00:00,2024-06-20 04:00:00,2024-06-21 00:00:00,48.0,2024-06-17
540,2024-04-14,2024-04-14 10:00:00,2024-04-14 22:00:00,,,,2024-04-08
541,2024-03-24,2024-03-24 06:00:00,,,,,2024-03-18
542,2024-04-13,2024-04-13 11:00:00,2024-04-15 10:00:00,,,,2024-04-08
543,2024-06-27,2024-06-27 08:00:00,,,,,2024-06-24
544,2024-03-16,2024-03-16 12:00:00,,,,,2024-03-11
545,2024-05-21,2024-05-21 17:00:00,,,,,2024-05-20
546,2024-02-02,2024-02-02 10:00:00,2024-02-02 17:00:00,2024-02-03 02:00:00,2024-02-04 04:00:00,52.0,2024-01-29
547,2024-02-19,2024-02-19 21:00:00,2024-02-21 10:00:00,2024-02-21 19:00:00,,,2024-02-19
548,2024-04-17,2024-04-17 05:00:00,,,,,2024-04-15
549,2024-06-19,2024-06-19 21:00:00,,,,,2024-06-17
550,2024-04-07,,,,,,2024-04-01
551,2024-06-22,2024-06-22 10:00:00,2024-06-24 03:00:00,,,,2024-06-17
552,2024-02-14,2024-02-14 18:00:00,2024-02-15 01:00:00,2024-02-15 18:00:00,2024-02-16 16:00:00,64.0,2024-02-12
553,2024-06-06,2024-06-06 19:00:00,2024-06-08 10:00:00,2024-06-08 15:00:00,2024-06-09 13:00:00,85.0,2024-06-03
554,2024-05-25,,,,,,2024-05-20
555,2024-03-18,2024-03-18 22:00:00,,,,,2024-03-18
556,2024-04-13,2024-04-13 20:00:00,2024-04-15 20:00:00,2024-04-16 16:00:00,2024-04-18 12:00:00,132.0,2024-04-08
557,2024-05-20,2024-05-20 19:00:00,2024-05-20 23:00:00,2024-05-21 00:00:00,,,2024-05-20
