Date,Service,Region,ActualCostUSD,ReservedInstance,UnderutilizedRI,ForecastedCostUSD
2024-04-05,EC2,ap-southeast-1,74.76,True,True,74.6
2024-04-05,EC2,ap-southeast-1,33.38,True,False,23.04
2024-04-05,DynamoDB,us-east-1,66.19,False,False,65.74
2024-04-06,CloudFront,us-east-1,34.84,False,False,28.32
2024-04-06,EC2,eu-west-1,42.98,True,False,46.33
2024-04-06,EC2,us-east-1,41.97,False,False,43.8
2024-04-06,EC2,ap-southeast-1,14.83,False,False,10.13
2024-04-06,CloudFront,us-east-1,11.05,False,False,8.48
2024-04-07,CloudFront,us-east-1,11.12,True,False,5.82
2024-04-07,RDS,us-east-1,73.01,False,False,72.7
2024-04-07,DynamoDB,eu-west-1,30.0,True,False,34.78
2024-04-07,EBS,us-west-2,65.38,False,False,60.45
2024-04-07,S3,ap-southeast-1,66.94,False,False,69.46
2024-04-08,CloudFront,us-east-1,26.39,True,True,23.74
2024-04-08,CloudFront,ap-southeast-1,13.72,True,True,9.76
2024-04-08,EC2,eu-west-1,14.69,False,False,14.15
2024-04-09,S3,eu-west-1,102.74,True,True,97.56
2024-04-09,Elastic Beanstalk,us-west-2,29.71,True,False,26.94
2024-04-09,EBS,us-east-1,16.11,False,False,10.12
2024-04-09,RDS,ap-southeast-1,18.61,False,False,28.43
2024-04-10,CloudFront,ap-southeast-1,52.6,True,False,52.78
2024-04-10,Elastic Beanstalk,eu-west-1,5.1,True,True,1.6
2024-04-10,EBS,us-east-1,31.85,True,False,32.92
2024-04-11,EBS,us-west-2,3.59,False,False,3.03
2024-04-11,EBS,eu-west-1,31.81,False,False,30.71
2024-04-11,S3,us-west-2,6.45,False,False,9.52
2024-04-11,RDS,us-west-2,29.6,False,False,33.39
2024-04-12,S3,ap-southeast-1,32.83,False,False,30.18
2024-04-12,EC2,eu-west-1,18.31,True,False,15.43
2024-04-12,EBS,ap-southeast-1,55.85,False,False,54.47
2024-04-12,Lambda,us-west-2,21.81,False,False,10.3
2024-04-12,EC2,us-west-2,82.75,True,True,75.17
2024-04-13,Lambda,eu-west-1,34.17,False,False,41.0
2024-04-13,EC2,eu-west-1,28.03,True,True,36.25
2024-04-13,Elastic Beanstalk,ap-southeast-1,54.9,False,False,53.65
2024-04-13,RDS,eu-west-1,42.54,False,False,45.42
2024-04-13,EBS,eu-west-1,32.07,True,False,33.63
2024-04-13,CloudFront,us-west-2,64.05,True,False,79.44
2024-04-14,Lambda,ap-southeast-1,31.05,True,False,36.65
2024-04-14,RDS,us-west-2,21.18,False,False,20.54
2024-04-14,EC2,us-east-1,9.49,True,False,4.71
2024-04-14,EBS,us-east-1,10.22,True,False,2.19
2024-04-14,Elastic Beanstalk,eu-west-1,174.11,True,False,175.13
2024-04-14,Elastic Beanstalk,us-west-2,80.1,False,False,76.32
2024-04-15,Elastic Beanstalk,eu-west-1,19.53,False,False,12.42
2024-04-15,Lambda,us-west-2,32.45,False,False,29.22
2024-04-15,EC2,us-west-2,39.5,False,False,34.09
2024-04-15,DynamoDB,us-west-2,61.07,False,False,69.51
2024-04-15,Elastic Beanstalk,us-east-1,7.06,False,False,11.47
2024-04-15,EBS,eu-west-1,19.12,False,False,19.08
2024-04-16,S3,eu-west-1,29.16,False,False,36.56
2024-04-16,S3,us-east-1,20.75,False,False,21.14
2024-04-16,EC2,us-west-2,17.99,True,False,13.68
2024-04-17,RDS,eu-west-1,33.06,True,True,40.68
2024-04-17,S3,eu-west-1,44.65,True,False,47.34
2024-04-17,RDS,ap-southeast-1,72.19,True,False,67.0
2024-04-17,EBS,eu-west-1,13.03,False,False,12.08
2024-04-17,S3,us-east-1,2.55,False,False,0.0
2024-04-17,RDS,us-west-2,1.72,True,False,0.0
2024-04-18,Lambda,eu-west-1,78.3,False,False,82.93
2024-04-18,RDS,ap-southeast-1,73.94,True,False,83.49
2024-04-18,DynamoDB,us-east-1,22.53,False,False,15.54
2024-04-18,S3,ap-southeast-1,23.18,False,False,25.99
2024-04-18,CloudFront,ap-southeast-1,15.5,False,False,12.25
2024-04-18,Lambda,us-west-2,23.43,True,True,20.99
2024-04-19,CloudFront,ap-southeast-1,21.91,True,False,18.95
2024-04-19,EBS,us-west-2,15.4,True,False,11.08
2024-04-19,EBS,us-east-1,27.85,False,False,28.09
2024-04-20,Lambda,ap-southeast-1,10.42,True,False,6.27
2024-04-20,RDS,eu-west-1,6.53,False,False,7.88
2024-04-20,EC2,us-west-2,30.68,False,False,30.43
2024-04-20,EBS,ap-southeast-1,56.58,False,False,55.39
2024-04-20,CloudFront,eu-west-1,50.82,True,True,46.28
2024-04-20,Elastic Beanstalk,eu-west-1,146.61,True,True,143.73
2024-04-21,EC2,eu-west-1,25.07,False,False,28.85
2024-04-21,Elastic Beanstalk,ap-southeast-1,20.59,False,False,23.09
2024-04-21,RDS,us-east-1,46.31,False,False,41.42
2024-04-22,Elastic Beanstalk,us-east-1,53.26,False,False,53.76
2024-04-22,Lambda,ap-southeast-1,9.19,False,False,12.95
2024-04-22,S3,eu-west-1,72.1,False,False,63.75
2024-04-23,Elastic Beanstalk,ap-southeast-1,27.81,False,False,30.53
2024-04-23,S3,us-east-1,78.08,True,True,74.77
2024-04-23,EC2,us-east-1,45.57,True,False,48.42
2024-04-23,DynamoDB,eu-west-1,17.12,False,False,13.3
2024-04-23,Lambda,us-east-1,42.67,True,True,33.65
2024-04-24,CloudFront,us-west-2,13.85,True,False,5.71
2024-04-24,CloudFront,us-east-1,35.12,True,False,35.36
2024-04-24,RDS,ap-southeast-1,73.33,True,False,74.63
2024-04-24,Elastic Beanstalk,eu-west-1,47.53,True,True,43.01
2024-04-24,RDS,eu-west-1,58.57,False,False,61.76
2024-04-24,Lambda,us-west-2,6.32,False,False,0.0
2024-04-25,Elastic Beanstalk,ap-southeast-1,74.88,True,False,74.55
2024-04-25,DynamoDB,eu-west-1,89.51,True,False,83.45
2024-04-25,DynamoDB,us-west-2,15.37,True,False,12.11
2024-04-25,S3,us-east-1,64.62,False,False,64.86
2024-04-25,Elastic Beanstalk,eu-west-1,20.85,True,False,16.55
2024-04-25,DynamoDB,us-east-1,40.48,False,False,38.56
2024-04-26,EC2,ap-southeast-1,30.14,False,False,35.17
2024-04-26,EBS,us-west-2,29.23,False,False,26.35
2024-04-26,Lambda,us-east-1,90.46,False,False,94.64
2024-04-26,EC2,eu-west-1,34.92,True,False,29.27
2024-04-27,EC2,us-west-2,9.62,True,True,12.27
2024-04-27,Lambda,eu-west-1,40.62,False,False,47.83
2024-04-27,Elastic Beanstalk,us-west-2,53.52,False,False,41.16
2024-04-27,CloudFront,us-east-1,60.28,False,False,56.3
2024-04-28,EBS,us-east-1,17.34,True,True,20.23
2024-04-28,Lambda,ap-southeast-1,43.44,True,False,42.42
2024-04-28,S3,eu-west-1,3.48,True,False,5.34
2024-04-29,Lambda,us-west-2,55.3,False,False,52.28
2024-04-29,Lambda,us-west-2,20.86,True,True,21.29
2024-04-29,RDS,ap-southeast-1,73.69,True,False,72.91
2024-04-29,DynamoDB,eu-west-1,13.44,False,False,19.28
2024-04-29,RDS,ap-southeast-1,37.8,True,False,39.07
2024-04-30,EC2,us-east-1,15.88,True,False,17.57
2024-04-30,RDS,us-east-1,28.55,True,True,26.49
2024-04-30,RDS,eu-west-1,73.77,False,False,71.33
2024-05-01,EBS,us-east-1,12.98,False,False,10.82
2024-05-01,DynamoDB,eu-west-1,6.3,False,False,8.27
2024-05-01,DynamoDB,eu-west-1,64.3,False,False,62.2
2024-05-01,DynamoDB,us-east-1,15.62,False,False,17.07
2024-05-01,CloudFront,us-west-2,26.4,True,False,36.78
2024-05-02,Lambda,us-west-2,63.99,True,True,68.35
2024-05-02,EBS,ap-southeast-1,40.0,True,False,38.37
2024-05-02,RDS,eu-west-1,89.08,False,False,95.09
2024-05-02,S3,eu-west-1,88.95,False,False,86.91
2024-05-03,EC2,ap-southeast-1,34.97,False,False,24.78
2024-05-03,RDS,eu-west-1,70.72,False,False,65.68
2024-05-03,RDS,us-west-2,64.25,True,False,54.9
2024-05-04,Elastic Beanstalk,eu-west-1,80.66,True,False,78.9
2024-05-04,RDS,ap-southeast-1,5.6,False,False,5.69
2024-05-04,Lambda,us-west-2,41.08,True,True,49.46
2024-05-04,S3,ap-southeast-1,17.01,False,False,18.64
2024-05-05,Lambda,us-east-1,30.13,False,False,29.03
2024-05-05,Elastic Beanstalk,us-west-2,10.7,False,False,14.85
2024-05-05,RDS,ap-southeast-1,44.86,True,False,33.8
2024-05-06,RDS,us-east-1,164.01,False,False,165.19
2024-05-06,S3,us-west-2,57.07,True,True,60.92
2024-05-06,EC2,us-east-1,42.28,False,False,34.89
2024-05-06,S3,us-east-1,54.03,False,False,59.75
2024-05-06,DynamoDB,us-east-1,46.73,False,False,48.42
2024-05-07,DynamoDB,us-east-1,43.08,False,False,41.0
2024-05-07,EBS,us-east-1,23.32,False,False,26.48
2024-05-07,DynamoDB,ap-southeast-1,76.0,False,False,87.35
2024-05-07,DynamoDB,eu-west-1,11.22,True,False,12.13
2024-05-07,RDS,us-east-1,43.47,False,False,44.71
2024-05-08,EC2,us-east-1,27.72,False,False,25.42
2024-05-08,EBS,eu-west-1,34.23,False,False,29.98
2024-05-08,DynamoDB,us-east-1,45.82,False,False,49.97
2024-05-08,Lambda,ap-southeast-1,79.67,False,False,75.39
2024-05-08,Elastic Beanstalk,us-west-2,47.7,False,False,48.06
2024-05-08,EBS,us-west-2,68.3,False,False,65.91
2024-05-09,S3,eu-west-1,72.26,True,False,74.65
2024-05-09,CloudFront,us-east-1,27.46,False,False,29.13
2024-05-09,EC2,us-east-1,46.39,True,True,51.58
2024-05-09,CloudFront,us-east-1,34.12,False,False,31.57
2024-05-09,Elastic Beanstalk,ap-southeast-1,26.86,False,False,25.51
2024-05-10,S3,us-east-1,76.12,True,True,71.23
2024-05-10,EBS,us-east-1,22.6,True,False,20.38
2024-05-10,DynamoDB,eu-west-1,31.84,True,False,33.73
2024-05-10,DynamoDB,eu-west-1,85.89,False,False,89.67
2024-05-10,EBS,us-west-2,23.29,False,False,18.68
2024-05-10,Elastic Beanstalk,us-east-1,28.53,False,False,32.88
2024-05-11,S3,us-east-1,5.42,False,False,12.2
2024-05-11,DynamoDB,us-west-2,51.68,True,False,53.75
2024-05-11,Elastic Beanstalk,ap-southeast-1,16.4,False,False,25.78
2024-05-12,Elastic Beanstalk,ap-southeast-1,25.41,True,False,21.54
2024-05-12,S3,ap-southeast-1,77.55,True,False,71.33
2024-05-12,CloudFront,us-west-2,9.16,False,False,0.27
2024-05-12,Lambda,ap-southeast-1,48.52,True,True,56.0
2024-05-12,EBS,ap-southeast-1,14.54,False,False,17.81
2024-05-12,CloudFront,eu-west-1,22.1,False,False,21.82
2024-05-13,Lambda,us-east-1,6.75,False,False,8.15
2024-05-13,DynamoDB,us-west-2,46.54,False,False,40.91
2024-05-13,EC2,ap-southeast-1,31.62,True,False,43.85
2024-05-13,DynamoDB,us-east-1,16.37,True,False,17.02
2024-05-14,S3,eu-west-1,48.05,False,False,48.6
2024-05-14,DynamoDB,ap-southeast-1,47.05,False,False,50.68
2024-05-14,EC2,ap-southeast-1,33.18,True,False,35.59
2024-05-14,EBS,ap-southeast-1,8.65,False,False,9.77
2024-05-14,RDS,eu-west-1,37.13,True,False,33.18
2024-05-14,EBS,ap-southeast-1,28.0,True,True,30.36
2024-05-15,Elastic Beanstalk,ap-southeast-1,12.44,False,False,21.85
2024-05-15,EC2,us-east-1,55.02,True,False,61.75
2024-05-15,S3,us-east-1,38.16,False,False,46.13
2024-05-15,EC2,ap-southeast-1,22.7,True,False,20.14
2024-05-16,Elastic Beanstalk,eu-west-1,14.9,True,False,9.95
2024-05-16,S3,ap-southeast-1,1.06,True,False,0.43
2024-05-16,Elastic Beanstalk,us-west-2,18.42,False,False,18.7
2024-05-16,S3,ap-southeast-1,79.15,False,False,84.62
2024-05-16,EBS,ap-southeast-1,8.25,False,False,0.0
2024-05-16,DynamoDB,us-east-1,36.58,False,False,44.23
2024-05-17,CloudFront,us-east-1,60.91,True,False,60.12
2024-05-17,RDS,ap-southeast-1,10.02,True,True,7.89
2024-05-17,Elastic Beanstalk,eu-west-1,85.64,True,False,80.58
2024-05-17,Lambda,ap-southeast-1,21.8,True,False,13.53
2024-05-17,CloudFront,eu-west-1,42.11,True,True,46.23
2024-05-17,DynamoDB,ap-southeast-1,74.44,False,False,74.81
2024-05-18,DynamoDB,ap-southeast-1,9.27,True,True,2.82
2024-05-18,Lambda,eu-west-1,23.34,False,False,16.86
2024-05-18,DynamoDB,us-east-1,56.56,False,False,54.88
2024-05-19,Elastic Beanstalk,us-west-2,39.48,False,False,47.83
2024-05-19,S3,us-east-1,72.78,True,False,71.48
2024-05-19,Lambda,us-west-2,22.67,True,True,15.15
2024-05-19,CloudFront,ap-southeast-1,9.32,False,False,8.09
2024-05-19,Elastic Beanstalk,ap-southeast-1,58.68,False,False,57.32
2024-05-19,Lambda,us-west-2,50.05,True,False,36.57
2024-05-20,EBS,eu-west-1,33.79,True,False,33.52
2024-05-20,DynamoDB,us-east-1,101.71,True,False,100.56
2024-05-20,CloudFront,us-west-2,47.79,False,False,51.27
2024-05-20,Lambda,us-west-2,25.1,False,False,34.34
2024-05-20,EC2,ap-southeast-1,70.05,True,False,75.68
2024-05-21,S3,ap-southeast-1,45.13,True,False,43.79
2024-05-21,RDS,eu-west-1,22.01,True,True,16.48
2024-05-21,S3,eu-west-1,73.97,False,False,86.84
2024-05-21,S3,us-east-1,4.82,True,False,5.12
2024-05-22,RDS,us-west-2,117.47,True,False,117.54
2024-05-22,DynamoDB,eu-west-1,115.07,False,False,114.95
2024-05-22,EC2,us-west-2,54.43,True,True,55.42
2024-05-22,S3,eu-west-1,47.5,True,False,46.78
2024-05-23,S3,us-west-2,6.07,True,False,3.2
2024-05-23,Elastic Beanstalk,us-east-1,40.43,False,False,37.7
2024-05-23,S3,us-east-1,48.12,False,False,47.96
2024-05-23,S3,ap-southeast-1,17.79,False,False,15.07
2024-05-24,RDS,us-west-2,82.7,True,False,79.14
2024-05-24,EC2,ap-southeast-1,68.77,False,False,69.3
2024-05-24,RDS,us-east-1,42.9,False,False,41.63
2024-05-24,S3,us-east-1,60.1,False,False,67.62
2024-05-24,EC2,ap-southeast-1,100.63,True,False,87.38
2024-05-24,DynamoDB,us-east-1,57.55,True,False,63.01
2024-05-25,EC2,eu-west-1,16.01,True,True,22.24
2024-05-25,DynamoDB,eu-west-1,32.48,False,False,22.11
2024-05-25,EC2,us-east-1,13.66,False,False,11.95
2024-05-25,CloudFront,us-west-2,43.9,True,False,42.04
2024-05-25,DynamoDB,eu-west-1,57.42,True,False,50.38
2024-05-25,EC2,us-west-2,44.54,True,False,40.65
2024-05-26,EC2,us-west-2,22.84,False,False,17.29
2024-05-26,S3,ap-southeast-1,13.43,False,False,22.19
2024-05-26,EC2,us-west-2,66.82,True,False,71.5
2024-05-26,DynamoDB,ap-southeast-1,23.13,True,False,29.49
2024-05-26,EBS,us-east-1,63.31,False,False,66.92
2024-05-26,S3,eu-west-1,5.84,True,False,0.19
2024-05-27,EC2,us-west-2,28.3,True,False,25.68
2024-05-27,Lambda,us-west-2,42.19,True,False,44.64
2024-05-27,Lambda,ap-southeast-1,16.77,False,False,10.66
2024-05-28,Lambda,us-east-1,21.91,False,False,25.47
2024-05-28,DynamoDB,us-west-2,33.48,False,False,32.28
2024-05-28,RDS,us-east-1,16.82,True,False,14.95
2024-05-29,DynamoDB,ap-southeast-1,18.97,False,False,22.52
2024-05-29,Lambda,ap-southeast-1,74.86,False,False,77.08
2024-05-29,Lambda,ap-southeast-1,55.73,False,False,53.93
2024-05-29,CloudFront,us-east-1,31.72,True,False,37.52
2024-05-29,S3,eu-west-1,13.22,False,False,7.81
2024-05-29,CloudFront,us-west-2,26.94,False,False,30.02
2024-05-30,CloudFront,eu-west-1,13.13,True,False,16.1
2024-05-30,Lambda,ap-southeast-1,46.8,True,False,45.25
2024-05-30,DynamoDB,us-east-1,35.32,True,True,36.95
2024-05-30,Elastic Beanstalk,ap-southeast-1,20.68,False,False,14.42
2024-05-30,CloudFront,us-east-1,48.79,False,False,53.41
2024-05-31,EBS,us-west-2,21.76,False,False,20.84
2024-05-31,DynamoDB,eu-west-1,83.06,False,False,80.45
2024-05-31,EBS,ap-southeast-1,79.12,True,False,84.37
2024-05-31,EC2,ap-southeast-1,50.26,True,False,46.74
2024-06-01,Elastic Beanstalk,eu-west-1,7.5,False,False,0.46
2024-06-01,EBS,eu-west-1,25.67,False,False,17.89
2024-06-01,Elastic Beanstalk,us-west-2,52.37,False,False,55.4
2024-06-01,CloudFront,us-west-2,22.22,True,True,15.82
2024-06-02,RDS,us-east-1,13.98,True,False,22.75
2024-06-02,Elastic Beanstalk,ap-southeast-1,2.85,False,False,0.0
2024-06-02,EC2,us-west-2,63.95,True,False,72.43
2024-06-02,S3,us-west-2,27.84,True,False,28.9
2024-06-03,RDS,eu-west-1,126.54,True,False,126.06
2024-06-03,S3,ap-southeast-1,20.44,True,False,17.72
2024-06-03,RDS,eu-west-1,69.0,True,False,71.0
2024-06-03,CloudFront,us-east-1,32.72,True,False,32.53
2024-06-03,Lambda,ap-southeast-1,40.93,False,False,46.45
2024-06-04,RDS,us-west-2,27.84,False,False,28.41
2024-06-04,EBS,us-west-2,49.6,True,False,50.35
2024-06-04,Elastic Beanstalk,eu-west-1,12.9,True,True,11.08
2024-06-04,RDS,us-east-1,121.02,True,False,120.74
2024-06-05,S3,ap-southeast-1,19.02,True,False,20.56
2024-06-05,RDS,ap-southeast-1,27.83,True,True,19.28
2024-06-05,S3,ap-southeast-1,15.79,False,False,9.05
2024-06-05,DynamoDB,us-west-2,17.14,True,False,20.86
2024-06-05,DynamoDB,us-west-2,15.69,False,False,16.54
2024-06-05,EBS,us-west-2,223.19,False,False,222.27
2024-06-06,CloudFront,ap-southeast-1,11.87,True,True,11.96
2024-06-06,EBS,us-west-2,15.03,True,False,16.77
2024-06-06,Elastic Beanstalk,us-east-1,11.79,True,False,9.09
2024-06-07,DynamoDB,ap-southeast-1,19.33,False,False,15.44
2024-06-07,Elastic Beanstalk,us-west-2,66.23,False,False,67.21
2024-06-07,S3,ap-southeast-1,257.23,True,False,252.34
2024-06-07,RDS,ap-southeast-1,33.04,True,True,35.08
2024-06-07,CloudFront,ap-southeast-1,22.92,True,False,14.41
2024-06-08,EBS,us-east-1,31.83,False,False,36.98
2024-06-08,CloudFront,ap-southeast-1,111.05,False,False,113.41
2024-06-08,S3,eu-west-1,55.73,True,False,57.01
2024-06-08,EC2,us-east-1,8.63,True,False,13.54
2024-06-08,Lambda,eu-west-1,27.07,True,True,35.4
2024-06-09,CloudFront,ap-southeast-1,73.96,False,False,79.03
2024-06-09,Lambda,us-west-2,63.72,True,True,54.52
2024-06-09,S3,us-west-2,27.41,False,False,21.01
2024-06-10,RDS,us-west-2,67.01,False,False,63.89
2024-06-10,EBS,eu-west-1,27.05,False,False,27.18
2024-06-10,EBS,eu-west-1,56.92,False,False,59.51
2024-06-11,EC2,ap-southeast-1,80.92,True,False,77.29
2024-06-11,Elastic Beanstalk,eu-west-1,30.18,False,False,31.11
2024-06-11,CloudFront,us-east-1,14.19,True,False,10.41
2024-06-12,S3,us-west-2,53.84,True,False,50.78
2024-06-12,Lambda,eu-west-1,45.92,False,False,38.89
2024-06-12,EC2,ap-southeast-1,96.89,True,False,92.27
2024-06-12,EC2,us-west-2,19.88,False,False,13.12
2024-06-12,EC2,us-east-1,12.48,False,False,7.6
2024-06-13,S3,us-west-2,94.06,False,False,99.33
2024-06-13,CloudFront,us-east-1,49.71,False,False,44.96
2024-06-13,Lambda,us-west-2,48.76,False,False,61.92
2024-06-14,EBS,us-west-2,35.91,True,False,38.38
2024-06-14,Lambda,us-west-2,114.29,False,False,115.21
2024-06-14,DynamoDB,us-east-1,56.5,True,False,52.21
2024-06-14,CloudFront,us-east-1,107.05,True,False,110.55
2024-06-14,RDS,eu-west-1,23.02,False,False,20.14
2024-06-15,Elastic Beanstalk,eu-west-1,52.48,False,False,53.09
2024-06-15,DynamoDB,us-west-2,10.36,False,False,23.16
2024-06-15,S3,us-west-2,81.55,True,False,81.07
2024-06-15,RDS,eu-west-1,72.62,False,False,78.37
2024-06-15,Lambda,eu-west-1,118.53,False,False,115.01
2024-06-15,Elastic Beanstalk,us-east-1,347.09,True,False,346.92
2024-06-16,DynamoDB,us-east-1,47.62,True,True,56.47
2024-06-16,EBS,us-east-1,58.26,True,False,55.13
2024-06-16,Lambda,ap-southeast-1,17.84,True,False,26.9
2024-06-16,CloudFront,us-west-2,63.12,False,False,66.66
2024-06-16,Lambda,us-west-2,19.09,True,False,16.28
2024-06-16,EBS,eu-west-1,198.99,True,False,202.15
2024-06-17,Elastic Beanstalk,us-east-1,41.34,True,False,46.2
2024-06-17,Elastic Beanstalk,ap-southeast-1,34.95,False,False,38.06
2024-06-17,EBS,us-west-2,78.17,True,False,70.32
2024-06-17,EC2,ap-southeast-1,35.45,False,False,31.81
2024-06-17,EC2,us-west-2,20.07,True,True,18.83
2024-06-17,EBS,eu-west-1,16.15,False,False,15.78
2024-06-18,EBS,us-east-1,20.25,True,False,23.35
2024-06-18,Elastic Beanstalk,us-east-1,130.23,False,False,131.12
2024-06-18,DynamoDB,us-west-2,12.15,True,False,5.47
2024-06-19,DynamoDB,us-west-2,27.23,True,True,29.13
2024-06-19,DynamoDB,eu-west-1,108.44,False,False,111.49
2024-06-19,DynamoDB,us-east-1,27.58,True,False,30.38
2024-06-19,RDS,ap-southeast-1,33.23,True,False,38.63
2024-06-19,EBS,us-west-2,31.88,True,True,36.05
2024-06-20,EBS,eu-west-1,63.8,True,False,66.1
2024-06-20,EC2,eu-west-1,14.54,True,False,14.19
2024-06-20,EC2,eu-west-1,31.63,True,False,23.33
2024-06-20,EBS,us-west-2,44.71,True,False,46.86
2024-06-20,DynamoDB,ap-southeast-1,52.38,False,False,53.42
2024-06-20,EC2,ap-southeast-1,92.45,True,False,93.81
2024-06-21,Elastic Beanstalk,us-west-2,56.41,True,False,50.03
2024-06-21,DynamoDB,us-west-2,25.67,True,False,20.26
2024-06-21,Elastic Beanstalk,us-west-2,13.27,True,True,18.54
2024-06-21,Elastic Beanstalk,us-west-2,32.66,False,False,32.46
2024-06-21,CloudFront,us-west-2,132.93,True,True,136.34
2024-06-22,Elastic Beanstalk,us-west-2,15.65,True,False,15.79
2024-06-22,RDS,us-east-1,31.03,True,True,31.18
2024-06-22,Lambda,us-west-2,45.09,True,False,49.78
2024-06-23,Lambda,ap-southeast-1,82.64,True,True,80.06
2024-06-23,CloudFront,eu-west-1,41.02,False,False,41.5
2024-06-23,S3,ap-southeast-1,13.94,False,False,11.63
2024-06-23,DynamoDB,eu-west-1,37.61,False,False,35.44
2024-06-23,CloudFront,us-west-2,61.85,False,False,60.3
2024-06-23,RDS,us-east-1,33.06,True,False,34.17
2024-06-24,EC2,ap-southeast-1,12.9,False,False,10.51
2024-06-24,S3,ap-southeast-1,75.68,True,False,81.96
2024-06-24,DynamoDB,us-west-2,49.84,True,False,45.37
2024-06-24,Elastic Beanstalk,eu-west-1,53.3,True,False,52.37
2024-06-24,Elastic Beanstalk,eu-west-1,24.38,False,False,22.18
2024-06-24,Elastic Beanstalk,us-west-2,11.16,True,False,18.39
2024-06-25,EC2,ap-southeast-1,59.96,True,True,60.94
2024-06-25,CloudFront,us-east-1,48.83,False,False,53.99
2024-06-25,Lambda,us-west-2,25.43,False,False,18.0
2024-06-26,CloudFront,ap-southeast-1,32.74,False,False,34.08
2024-06-26,CloudFront,ap-southeast-1,21.28,False,False,25.73
2024-06-26,DynamoDB,us-west-2,15.75,False,False,16.16
2024-06-26,S3,us-east-1,36.6,False,False,41.93
2024-06-27,EBS,us-east-1,68.78,False,False,66.19
2024-06-27,EC2,eu-west-1,22.09,True,True,29.14
2024-06-27,RDS,eu-west-1,37.13,True,True,48.62
2024-06-27,RDS,ap-southeast-1,92.44,True,False,90.63
2024-06-28,RDS,us-east-1,80.49,False,False,78.26
2024-06-28,RDS,us-west-2,41.52,True,False,48.79
2024-06-28,EC2,ap-southeast-1,43.81,False,False,51.71
2024-06-28,S3,ap-southeast-1,13.23,False,False,10.62
2024-06-29,Lambda,us-west-2,73.42,False,False,71.32
2024-06-29,Elastic Beanstalk,us-east-1,29.13,True,False,27.72
2024-06-29,S3,eu-west-1,22.74,False,False,16.02
2024-06-29,Elastic Beanstalk,ap-southeast-1,15.5,True,False,10.91
2024-06-29,DynamoDB,eu-west-1,36.81,True,False,31.79
2024-06-29,S3,us-east-1,20.69,False,False,16.85
2024-06-30,S3,us-west-2,63.25,True,False,63.08
2024-06-30,RDS,eu-west-1,5.39,True,False,6.56
2024-06-30,EC2,eu-west-1,9.14,True,True,16.89
2024-01-01,Lambda,eu-west-1,61.63,False,False,56.64
2024-01-01,S3,ap-southeast-1,16.52,False,False,21.44
2024-03-26,RDS,eu-west-1,24.77,False,False,23.7
2024-03-23,EBS,us-west-2,15.14,False,False,14.89
2024-02-21,DynamoDB,us-west-2,33.38,False,False,36.75
2024-04-24,RDS,ap-southeast-1,73.33,True,False,67.72
2024-01-09,CloudFront,us-west-2,71.75,False,False,73.66
2024-05-12,CloudFront,us-west-2,9.16,False,False,9.99
2024-01-22,DynamoDB,us-west-2,36.35,False,False,38.81
2024-01-30,S3,ap-southeast-1,22.97,True,False,24.42
2024-02-16,S3,us-west-2,89.16,False,False,101.44
2024-02-05,CloudFront,eu-west-1,41.9,False,False,38.71
2024-05-29,CloudFront,us-west-2,26.94,False,False,24.29
2024-02-28,S3,us-east-1,60.71,False,False,57.59
2024-05-16,S3,ap-southeast-1,1.06,True,False,0.0
2024-02-11,EBS,ap-southeast-1,16.48,False,False,13.29
2024-06-23,S3,ap-southeast-1,13.94,False,False,19.89
2024-05-09,CloudFront,us-east-1,34.12,False,False,41.22
2024-03-25,CloudFront,eu-west-1,31.49,False,False,28.64
2024-02-08,EBS,us-west-2,54.86,False,False,50.7
2024-02-09,EC2,eu-west-1,40.89,True,False,43.25
2024-03-02,S3,us-east-1,31.21,False,False,28.45
2024-05-24,EC2,ap-southeast-1,100.63,True,False,103.79
2024-04-17,RDS,eu-west-1,33.06,True,True,34.07
2024-05-31,EC2,ap-southeast-1,50.26,True,False,42.68
2024-05-05,RDS,ap-southeast-1,44.86,True,False,52.6
2024-04-29,Lambda,us-west-2,55.3,False,False,64.28
2024-02-02,Lambda,us-east-1,72.31,False,False,69.25
2024-04-29,RDS,ap-southeast-1,37.8,True,False,35.86
2024-01-21,Lambda,us-west-2,37.81,False,False,39.24
2024-04-17,RDS,us-west-2,1.72,True,False,3.39
2024-03-25,DynamoDB,eu-west-1,59.54,False,False,62.83
2024-06-04,RDS,us-east-1,121.02,True,False,131.07
2024-01-24,Lambda,eu-west-1,50.83,False,False,49.95
2024-03-15,DynamoDB,eu-west-1,17.14,True,True,13.15
2024-04-23,EC2,us-east-1,45.57,True,False,38.67
2024-01-07,EC2,us-west-2,65.25,False,False,61.6
2024-03-18,S3,us-west-2,7.27,False,False,7.1
2024-02-20,S3,us-west-2,121.85,True,False,130.82
2024-02-23,DynamoDB,ap-southeast-1,52.81,True,True,50.22
2024-06-15,RDS,eu-west-1,72.62,False,False,73.74
2024-01-16,CloudFront,ap-southeast-1,40.41,True,True,40.33
2024-01-03,Elastic Beanstalk,us-east-1,112.52,True,True,118.46
2024-06-02,S3,us-west-2,73.83,True,False,86.46
2024-02-12,Elastic Beanstalk,eu-west-1,125.83,False,False,123.18
2024-02-18,Lambda,us-west-2,34.21,False,False,31.76
2024-02-07,EBS,us-east-1,37.45,False,False,42.67
