QueryID,QueryText,ExecutionDate,DurationMs,UserName,DatabaseName,IndexScan,TableScan
Q0026,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-06-11,111.39,developer,FinanceDB,True,False
Q0102,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-05-13,83.34,admin,SalesDB,True,False
Q0028,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-02-29,114.71,analyst1,SalesDB,False,False
Q0199,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-04-02,329.04,admin,FinanceDB,True,False
Q0121,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-02-13,474.61,analyst1,HRDB,False,False
Q0016,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-02-27,130.93,etl_user,SalesDB,True,False
Q0079,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-06-11,195.63,report_viewer,SalesDB,True,False
Q0077,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-03-04,183.96,developer,HRDB,True,False
Q0182,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-06-16,281.33,admin,SalesDB,True,False
Q0152,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-04-06,282.72,report_viewer,HRDB,True,False
Q0073,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-04-07,43.15,developer,SalesDB,True,False
Q0007,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-03-27,97.12,report_viewer,FinanceDB,True,False
Q0057,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-02-19,348.5,report_viewer,InventoryDB,False,False
Q0112,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-06-20,396.71,etl_user,FinanceDB,True,False
Q0148,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-03-27,165.4,etl_user,InventoryDB,True,False
Q0140,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-06-04,120.05,developer,InventoryDB,True,False
Q0185,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-01-08,285.55,developer,SalesDB,True,False
Q0035,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-03-21,69.18,admin,InventoryDB,True,False
Q0182,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-05-28,13.88,developer,SalesDB,False,False
Q0173,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-06-19,182.31,analyst1,InventoryDB,True,False
Q0031,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-05-27,220.13,etl_user,SalesDB,False,False
Q0178,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-03-07,189.21,developer,InventoryDB,True,False
Q0095,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-06-15,167.04,analyst1,InventoryDB,False,False
Q0128,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-02-15,309.58,analyst1,HRDB,True,False
Q0025,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-03-08,58.79,admin,SalesDB,True,False
Q0006,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-02-15,264.81,etl_user,InventoryDB,True,False
Q0070,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-03-25,671.18,etl_user,FinanceDB,False,False
Q0199,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-01-14,81.62,admin,HRDB,True,False
Q0124,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-05-29,531.22,admin,HRDB,True,False
Q0123,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-04-28,252.8,developer,FinanceDB,True,False
Q0104,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-06-11,128.79,report_viewer,FinanceDB,True,False
Q0038,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-03-03,93.63,etl_user,HRDB,True,False
Q0199,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-06-15,252.99,analyst1,InventoryDB,True,False
Q0099,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-04-04,351.13,analyst1,InventoryDB,True,False
Q0067,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-02-25,49.75,report_viewer,SalesDB,True,False
Q0113,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-01-10,108.63,report_viewer,InventoryDB,False,False
Q0156,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-02-01,120.08,developer,InventoryDB,True,False
Q0147,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-06-14,512.3,admin,InventoryDB,False,False
Q0012,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-02-05,79.93,developer,HRDB,True,False
Q0012,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-03-23,150.03,etl_user,SalesDB,False,False
Q0191,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-01-11,212.58,report_viewer,InventoryDB,False,False
Q0081,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-06-23,348.28,admin,InventoryDB,True,False
Q0084,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-02-18,346.61,report_viewer,SalesDB,False,False
Q0152,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-03-14,474.74,analyst1,HRDB,False,True
Q0161,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-03-22,110.31,report_viewer,FinanceDB,False,False
Q0096,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-05-16,330.69,admin,FinanceDB,True,False
Q0129,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-06-21,32.65,developer,InventoryDB,False,False
Q0171,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-02-08,207.21,analyst1,FinanceDB,True,False
Q0011,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-06-10,126.24,analyst1,SalesDB,True,False
Q0024,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-03-20,612.35,developer,SalesDB,True,False
Q0032,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-04-27,294.32,etl_user,InventoryDB,True,False
Q0073,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-02-01,228.2,developer,SalesDB,False,False
Q0014,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-06-04,347.46,admin,FinanceDB,True,False
Q0176,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-04-18,205.35,developer,HRDB,True,False
Q0016,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-03-24,291.49,developer,FinanceDB,True,False
Q0132,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-01-16,206.44,report_viewer,FinanceDB,False,False
Q0005,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-06-02,329.71,report_viewer,HRDB,False,False
Q0051,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-06-24,60.66,report_viewer,SalesDB,True,False
Q0005,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-06-16,83.0,developer,HRDB,True,False
Q0024,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-05-30,274.36,developer,SalesDB,False,False
Q0100,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-02-28,435.23,etl_user,HRDB,True,False
Q0025,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-01-03,187.36,analyst1,FinanceDB,True,False
Q0122,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-06-18,149.25,report_viewer,InventoryDB,True,False
Q0016,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-06-18,464.89,analyst1,FinanceDB,False,False
Q0060,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-05-23,322.89,developer,FinanceDB,True,False
Q0039,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-04-01,203.41,etl_user,FinanceDB,True,False
Q0073,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-02-23,66.47,analyst1,FinanceDB,True,False
Q0043,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-01-20,102.98,report_viewer,SalesDB,True,False
Q0001,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-03-29,357.53,admin,InventoryDB,True,False
Q0033,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-03-25,66.62,etl_user,SalesDB,True,False
Q0170,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-03-08,372.04,analyst1,HRDB,True,False
Q0117,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-03-11,78.33,analyst1,HRDB,True,False
Q0056,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-02-15,248.33,admin,HRDB,False,False
Q0112,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-06-11,382.7,etl_user,InventoryDB,True,False
Q0139,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-06-19,192.8,developer,InventoryDB,False,False
Q0189,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-01-07,60.25,developer,InventoryDB,True,False
Q0119,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-02-20,52.16,report_viewer,InventoryDB,False,False
Q0023,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-05-23,80.47,developer,SalesDB,False,True
Q0007,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-01-26,95.5,report_viewer,HRDB,False,False
Q0122,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-03-31,223.04,etl_user,HRDB,True,False
Q0112,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-04-19,278.81,admin,SalesDB,False,True
Q0003,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-06-25,345.03,report_viewer,HRDB,True,False
Q0139,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-02-02,253.76,report_viewer,HRDB,False,False
Q0063,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-06-21,38.25,analyst1,SalesDB,True,False
Q0149,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-03-19,355.54,report_viewer,HRDB,False,False
Q0128,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-02-01,341.44,developer,HRDB,True,False
Q0097,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-03-09,327.27,etl_user,HRDB,True,False
Q0062,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-06-15,391.12,admin,InventoryDB,True,False
Q0157,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-06-14,129.93,admin,InventoryDB,True,False
Q0137,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-02-18,370.05,developer,HRDB,True,False
Q0076,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-05-10,152.54,admin,HRDB,True,False
Q0197,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-05-16,288.54,etl_user,HRDB,False,True
Q0136,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-03-27,161.72,analyst1,InventoryDB,False,True
Q0057,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-01-21,45.21,developer,SalesDB,False,False
Q0061,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-05-28,135.77,report_viewer,HRDB,False,False
Q0098,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-01-20,325.09,developer,HRDB,True,False
Q0149,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-06-18,317.41,etl_user,FinanceDB,True,False
Q0088,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-03-29,69.28,developer,SalesDB,True,False
Q0103,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-02-27,153.08,etl_user,FinanceDB,True,False
Q0052,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-01-13,508.55,admin,InventoryDB,True,False
Q0156,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-06-01,347.53,etl_user,InventoryDB,True,False
Q0104,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-06-20,221.68,analyst1,SalesDB,True,False
Q0147,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-04-14,46.98,etl_user,InventoryDB,True,False
Q0058,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-03-11,54.71,developer,FinanceDB,False,True
Q0112,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-02-26,342.9,developer,HRDB,True,False
Q0053,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-01-02,173.44,admin,HRDB,False,False
Q0146,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-05-20,243.43,analyst1,HRDB,False,True
Q0170,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-06-30,63.19,analyst1,FinanceDB,False,True
Q0003,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-06-13,213.75,admin,FinanceDB,True,False
Q0055,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-04-25,283.68,developer,HRDB,True,False
Q0136,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-04-26,242.8,developer,FinanceDB,False,True
Q0044,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-03-13,191.1,admin,SalesDB,True,False
Q0188,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-04-04,203.17,report_viewer,InventoryDB,True,False
Q0101,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-06-25,88.0,analyst1,HRDB,True,False
Q0180,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-02-15,68.28,analyst1,InventoryDB,True,False
Q0138,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-05-20,125.4,admin,HRDB,True,False
Q0173,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-03-20,119.32,etl_user,InventoryDB,True,False
Q0091,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-02-16,314.84,analyst1,InventoryDB,True,False
Q0035,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-06-11,60.14,report_viewer,HRDB,True,False
Q0017,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-03-16,116.62,etl_user,HRDB,False,False
Q0129,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-05-29,517.63,developer,HRDB,True,False
Q0097,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-03-27,327.96,admin,FinanceDB,False,True
Q0137,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-02-19,343.89,analyst1,HRDB,True,False
Q0121,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-02-09,120.56,admin,SalesDB,True,False
Q0087,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-05-09,164.69,analyst1,InventoryDB,False,True
Q0181,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-03-13,372.15,admin,FinanceDB,False,False
Q0189,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-03-18,148.43,analyst1,SalesDB,True,False
Q0122,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-06-26,300.76,analyst1,FinanceDB,True,False
Q0198,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-04-19,266.98,admin,HRDB,True,False
Q0059,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-03-29,78.31,analyst1,HRDB,True,False
Q0157,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-06-10,241.97,developer,SalesDB,False,True
Q0179,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-04-22,239.91,developer,HRDB,False,False
Q0142,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-04-18,270.71,admin,HRDB,True,False
Q0182,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-02-06,245.38,report_viewer,HRDB,False,False
Q0014,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-03-24,283.87,admin,InventoryDB,True,False
Q0052,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-02-17,49.48,admin,FinanceDB,True,False
Q0126,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-02-20,87.15,developer,InventoryDB,True,False
Q0092,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-05-22,232.92,admin,SalesDB,False,False
Q0103,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-04-09,372.6,admin,HRDB,True,False
Q0033,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-04-18,216.13,developer,HRDB,True,False
Q0168,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-04-26,55.36,etl_user,FinanceDB,True,False
Q0002,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-03-29,318.47,admin,FinanceDB,True,False
Q0074,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-04-20,245.17,developer,SalesDB,True,False
Q0166,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-01-10,365.31,etl_user,InventoryDB,True,False
Q0088,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-01-04,99.95,developer,FinanceDB,True,False
Q0065,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-06-15,296.88,admin,FinanceDB,True,False
Q0042,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-03-18,175.99,report_viewer,HRDB,True,False
Q0074,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-01-17,444.7,developer,InventoryDB,True,False
Q0130,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-01-02,231.06,developer,HRDB,True,False
Q0004,"SELECT product_id, COUNT(*) as sales_count FROM Sales GROUP BY product_id HAVING COUNT(*) > 100;",2024-03-30,146.39,report_viewer,InventoryDB,True,False
Q0080,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-04-01,3.86,etl_user,HRDB,True,False
Q0062,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-03-27,484.86,analyst1,SalesDB,False,False
Q0130,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-02-23,202.61,analyst1,FinanceDB,False,False
Q0198,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-06-24,81.64,admin,HRDB,True,False
Q0028,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-04-21,252.26,admin,InventoryDB,False,False
Q0047,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-03-02,73.74,admin,HRDB,False,True
Q0013,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-02-21,389.44,etl_user,InventoryDB,False,True
Q0111,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-06-07,512.62,admin,HRDB,True,False
Q0071,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-03-25,46.62,etl_user,FinanceDB,True,False
Q0180,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-01-18,265.01,etl_user,SalesDB,True,False
Q0194,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-03-16,90.8,etl_user,HRDB,False,False
Q0086,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-03-03,179.45,etl_user,FinanceDB,False,False
Q0127,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-04-13,287.91,report_viewer,HRDB,True,False
Q0081,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-01-13,131.58,analyst1,SalesDB,True,False
Q0146,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-02-15,88.37,developer,InventoryDB,True,False
Q0117,"DELETE FROM Logs WHERE event_date < DATEADD(month, -6, GETDATE());",2024-05-26,190.93,analyst1,SalesDB,True,False
Q0088,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-02-20,148.39,report_viewer,FinanceDB,False,True
Q0045,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-01-10,161.53,developer,HRDB,True,False
Q0098,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-06-09,481.74,analyst1,InventoryDB,False,False
Q0061,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-01-02,112.76,admin,InventoryDB,True,False
Q0164,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-02-24,132.7,developer,HRDB,False,False
Q0119,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-04-13,89.54,admin,InventoryDB,True,False
Q0108,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-06-15,616.68,report_viewer,HRDB,True,False
Q0097,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-03-13,145.03,report_viewer,InventoryDB,False,False
Q0085,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-01-14,191.57,admin,FinanceDB,True,False
Q0072,"SELECT department, AVG(salary) FROM Employees GROUP BY department;",2024-02-25,69.5,analyst1,HRDB,False,True
Q0175,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-05-30,372.84,admin,FinanceDB,True,False
Q0156,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-01-28,487.06,admin,SalesDB,True,False
Q0015,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-04-26,292.72,developer,HRDB,False,False
Q0145,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-01-05,254.27,report_viewer,FinanceDB,True,False
Q0141,"INSERT INTO Sales (product_id, quantity, sale_date) VALUES (?, ?, ?);",2024-03-20,312.87,analyst1,FinanceDB,True,False
Q0127,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-01-23,107.1,admin,SalesDB,False,False
Q0007,"SELECT id, name, department FROM Employees WHERE status = 'active';",2024-05-01,140.16,developer,SalesDB,True,False
Q0150,UPDATE Products SET price = price * 1.1 WHERE discontinued = 0;,2024-05-07,137.51,etl_user,SalesDB,False,True
Q0024,WITH RecentOrders AS (SELECT * FROM Orders WHERE order_date > '2024-06-01') SELECT * FROM RecentOrders WHERE total > 500;,2024-01-22,26.15,report_viewer,SalesDB,True,False
Q0189,"SELECT e.name, d.department_name FROM Employees e LEFT JOIN Departments d ON e.dept_id = d.id;",2024-05-29,259.03,report_viewer,HRDB,False,True
Q0065,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-04-17,79.7,developer,SalesDB,True,False
Q0003,"SELECT Orders.order_id, Customers.customer_name FROM Orders INNER JOIN Customers ON Orders.customer_id = Customers.id;",2024-01-24,95.52,report_viewer,InventoryDB,True,False
Q0197,SELECT * FROM Orders WHERE order_date BETWEEN '2024-01-01' AND '2024-03-31';,2024-01-18,36.25,analyst1,InventoryDB,True,False
